PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
209,2/8/2023,1,5,1000103199,Right,T_A,1000187798,Right,T_B,8,Top,0,3,1,3-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,91.13927,-2.230351,-1.203488,1832.772713,180.724641,12:00,5.76291,1.07806,6.21227,-16.15804,16.86493,0.20091,2.35654,-0.01605,83.91454,-5.299883,-1.16722,0.413599,,,,,,,,,,,,-0.41701,9.64461,-0.98795,50,5.58739,2.77451,-132.45619,-5.62156,-0.74564,26.58866,-14.92941,91.13283,,7.22474,,,,1000103236,Right,54.2874,-133.31404,13.29433,5.76099,-5.13987,-7.4647,-1.07785,2.79857,-0.37282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
210,2/8/2023,1,6,1000103199,Right,T_A,1000187798,Right,T_B,8,Top,0,3,2,3-2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,91.93624,-2.860815,-2.004424,1872.163762,198.538931,12:30,5.89996,0.823,5.76642,-15.35769,18.32375,5.73894,1.95382,-0.56498,83.10031,-5.79907,-0.977454,0.417702,81.48963,54.341072,80.651222,4552.32537,,,,,55.32471,,,-3.56252,10.59658,-0.66067,50,5.65392,4.40615,-133.153,-7.11082,-6.31556,31.9397,-13.38858,90.2376,64.48175,8.83593,1.86534,1.99927,0.55729,1000103236,Right,54.73082,-134.283,15.96985,5.89711,-6.63715,-6.69429,-0.82051,4.62959,-3.15778,,1.86534,11.31812,-11.92262,3.15699,-0.81503,0.22347,-0.06057,0.01393,-0.00187,1.99927,97.10851,-36.35923,6.72876,-1.78969,0.48753,-0.13331,0.03079,-0.00413,0.55729,68.74862,-12.16683,3.19367,-0.82226,0.22589,-0.06152,0.01426,-0.00194,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
211,2/8/2023,1,7,1000103199,Right,T_A,1000187798,Right,T_B,8,Top,0,3,2,3-2,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,81.07069,0.741802,-0.183829,2230.879942,61.230363,8:00,5.90782,1.05008,5.58603,-48.14483,-4.96429,-11.58623,2.58851,-0.08711,74.17624,-8.054468,-2.25501,0.47295,68.43498,6.233065,-6.02882,1076.309463,,,,74.02692,73.61628,-3.497183,0.784004,5.85894,-2.3974,-1.02636,50,5.93976,0.83138,-117.74453,-0.12917,8.1673,23.82306,-35.51599,79.69644,4.10493,6.89445,1.48587,2.51105,0.12233,1000103236,Right,54.91528,-118.73487,11.91153,5.91444,1.34724,-17.758,-1.05386,0.49186,4.08365,288.75404,1.48587,99.22594,-9.29919,0.78481,-0.14129,0.00142,0.0014,-0.00031,0.0001,2.51105,10.8976,-19.06285,1.55965,-0.2782,0.05976,-0.00862,0.0013,-0.00017,0.12233,-10.47953,6.73307,-1.38619,0.3272,-0.06117,0.00996,-0.0019,0.00021,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
212,2/8/2023,2,1,1000103199,Right,T_A,1000051953,Right,T_B,8,Top,0,0,0,0-0,Slider,Slider,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,80.01528,0.243999,-0.20697,2234.341135,91.210611,9:00,5.90239,1.16146,5.31539,-42.9227,1.68697,-13.53072,2.55451,-0.16035,73.44542,-7.580074,-2.612361,0.480713,67.21732,18.912704,158.381803,3435.294927,,,,119.78657,47.39715,162.135613,1.480484,6.77626,1.14784,-1.13235,50,5.89323,0.95887,-116.19237,-0.98865,9.24264,22.23358,-30.60843,78.40945,13.11888,6.56986,1.75148,2.67722,-0.08203,1000103236,Right,55.18522,-117.18037,11.11679,5.90694,0.37151,-15.30421,-1.16583,0.54815,4.62132,,1.75148,-86.7022,6.13138,-0.18956,-0.26117,0.35367,-0.24945,0.09468,-0.01453,2.67722,31.95511,-26.21409,3.12271,-0.91693,0.50934,-0.30022,0.10459,-0.01514,-0.08204,34.36193,-9.04513,2.60558,-1.1839,0.99688,-0.66707,0.2424,-0.036,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
213,2/8/2023,2,2,1000103199,Right,T_A,1000051953,Right,T_B,8,Top,0,0,1,0-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,90.25198,-0.441992,-0.536427,1876.326657,202.845415,12:45,5.9533,0.98597,5.74643,-17.35044,16.92084,6.69792,4.0959,1.04469,82.8309,-3.719606,0.662466,0.421344,,,,,,,,,,,,-3.5515,9.04953,-0.94555,50,5.90601,0.93768,-131.16506,-1.55241,-6.22161,26.29593,-16.32089,89.45772,,7.42107,,,,1000103236,Right,54.75223,-132.11435,13.14796,5.95142,-0.96323,-8.16044,-0.98345,1.16228,-3.1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
214,2/8/2023,2,3,1000103199,Right,T_A,1000051953,Right,T_B,8,Top,0,1,1,1-1,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,78.90071,-0.551912,0.364374,2145.524133,47.526878,7:30,5.82939,1.13959,5.35078,-49.08786,-3.21083,-5.09929,1.22106,1.05641,72.60337,-9.456385,-0.544466,0.487494,,,,,,,,,,,,2.66551,-1.0089,-1.16862,50,5.74462,-0.52564,-114.55534,-2.80828,3.53032,21.81598,-33.51025,77.31882,,6.29734,,,,1000103236,Right,55.14911,-115.53178,10.90799,5.83675,-1.30844,-16.75513,-1.14156,-0.68365,1.76516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
215,2/8/2023,2,4,1000103199,Right,T_A,1000051953,Right,T_B,8,Top,0,2,1,2-1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,89.42337,-1.47833,-1.081672,1780.48237,192.382033,12:30,5.92062,1.07853,5.96594,-17.69784,17.07265,3.50957,3.07456,0.36796,81.88156,-4.834071,-0.450915,0.424401,77.29486,43.444192,12.486572,,104.78826,86.48758,33.4574,224.16085,208.14965,24.150995,5.107685,-2.11473,9.52788,-0.99481,50,5.79361,2.30949,-129.91818,-3.88064,-3.61804,26.96049,-15.87306,88.81317,91.78413,7.54181,2.61093,3.14577,-0.39571,1000103236,Right,54.53362,-130.85561,13.48024,5.91894,-3.32873,-7.93653,-1.0773,2.4353,-1.80902,200.731764,2.61599,80.25924,-18.70217,3.98047,-0.46248,-0.03525,0.02124,-0.00265,0.00011,3.14411,77.9785,-19.65136,1.38844,-0.09157,-0.06574,0.0297,-0.00485,0.00028,-0.39617,17.8049,1.4214,-0.76785,0.22138,-0.04464,0.00624,-0.00057,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
216,2/8/2023,3,1,1000103199,Right,T_A,691273,Right,T_B,8,Top,1,0,0,0-0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,81.07511,0.824902,0.33573,2221.543251,63.833942,8:15,5.91193,1.07853,5.21163,-47.32243,-3.85937,-10.53107,2.74416,0.51665,74.64637,-7.753507,-1.533697,0.474495,,,,,,,,,,,,5.35111,-1.75059,-1.10132,50,5.95237,-0.25261,-117.75544,-0.03073,7.52843,21.94608,-34.63696,79.43699,,6.42874,,,,1000103236,Right,55.28925,-118.73711,10.97304,5.91909,1.51861,-17.31848,-1.08249,-0.58936,3.76422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
217,2/8/2023,3,2,1000103199,Right,T_A,691273,Right,T_B,8,Top,1,0,1,0-1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,90.64674,-2.789503,-1.521784,1736.693367,183.879364,12:15,5.9483,0.99279,5.99943,-15.43221,18.57347,1.18354,2.07455,-0.31901,82.7173,-5.736086,-1.309003,0.419708,,,,,,,,,,,,-1.04252,10.67882,-0.87369,50,5.72009,3.44279,-131.48569,-6.84051,-1.82008,28.59396,-13.53063,89.80633,,7.92944,,,,1000103236,Right,54.49806,-132.46026,14.29698,5.94537,-6.37934,-6.76532,-0.99208,3.50482,-0.91004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
218,2/8/2023,3,3,1000103199,Right,T_A,691273,Right,T_B,8,Top,1,0,2,0-2,Curveball,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,81.54777,-1.456307,0.374859,2228.006784,67.183127,8:15,6.09116,0.85621,5.42196,-44.74187,-1.75658,-7.5191,0.99825,0.58075,74.83981,-9.5844,-0.967276,0.47188,,,,,,,,,,,,3.89555,-0.02213,-0.88412,50,5.93085,-0.46692,-118.33275,-4.59156,5.48804,23.93678,-32.20524,79.87722,,6.70796,,,,1000103236,Right,55.07723,-119.35537,11.96839,6.09762,-3.21569,-16.10262,-0.85916,-0.70138,2.74402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
219,2/8/2023,4,1,1000103199,Right,T_A,1000051968,Left,T_B,8,Top,2,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,91.08218,-3.057648,-0.438784,1792.575695,191.385106,12:30,5.9771,0.84719,5.62685,-16.30032,17.68316,3.34559,1.76283,0.71655,83.55788,-6.125487,0.158931,0.419571,,,,,,,,,,,,-1.81697,10.12327,-0.81202,50,5.70615,0.86391,-132.13197,-7.5731,-3.22148,27.39427,-14.22567,89.83571,,7.5243,,,,1000103236,Right,54.87164,-133.13815,13.69714,5.9747,-7.0506,-7.11283,-0.84593,0.98223,-1.61074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85216,2.672248,1.345075,1.327173,-0.32925,1.57365,-0.72169,-1.14481,6.17071,0.11016,127.27811,1.39361,5.40803,-0.95286,109.85891,-10.02099,6.23795,13.78942,-13.1573,0.00864,-0.40802,3.39656,High,High,High,,,High,High,High,v3
220,2/8/2023,4,2,1000103199,Right,T_A,1000051968,Left,T_B,8,Top,2,0,1,0-1,Slider,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.10375,-4.197935,-1.571846,1598.800788,220.583689,1:15,5.70863,1.38373,6.46941,-21.55509,15.50028,12.24052,0.0486,0.95982,79.01585,-8.260545,0.651126,0.438124,,,,,,,,,,,,-6.88933,9.68733,-1.27818,50,5.40247,2.97563,-124.85509,-9.7526,-10.85334,25.60517,-16.91277,86.03146,,7.0879,,,,1000103236,Right,54.03018,-125.67888,12.80259,5.70749,-9.20847,-8.45639,-1.37953,3.32481,-5.42667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
221,2/8/2023,4,3,1000103199,Right,T_A,1000051968,Left,T_B,8,Top,2,0,1,0-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,89.33237,-0.124781,-0.094701,1583.494919,181.868501,12:00,5.91297,1.04857,5.63316,-21.99021,13.47107,0.40161,3.96403,0.99368,81.27562,-4.247647,-0.02296,0.428597,,,,,,,,,,,,-0.22969,7.20689,-1.04077,50,5.88847,0.19641,-129.66322,-1.0154,-0.38953,28.08643,-19.95198,87.94386,,8.05676,,,,1000103236,Right,54.86305,-130.71237,14.04322,5.91248,-0.27011,-9.97599,-1.04838,0.21096,-0.19476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
222,2/8/2023,4,4,1000103199,Right,T_A,1000051968,Left,T_B,8,Top,2,1,1,1-1,Fastball,Changeup,InPlay,Undefined,LineDrive,LineDrive,Double,0,0,89.67416,-2.222329,-0.936865,1604.884159,203.44139,12:45,5.8094,1.09811,5.76632,-22.54737,12.48264,4.91492,1.86087,0.63569,81.90754,-6.429717,-0.05617,0.425982,101.6845,13.948161,-31.104182,3171.292847,89.20725,20.64788,-64.35749,254.21156,254.18743,-42.073724,2.385189,-2.78532,7.34957,-1.02365,50,5.61185,1.91821,-130.12516,-5.80033,-4.75894,28.20133,-19.61681,88.48358,21.77942,7.76662,1.53547,1.95624,-0.73139,1000103236,Right,54.73217,-131.14672,14.10067,5.80909,-5.08973,-9.80841,-1.09626,2.09059,-2.37947,,1.53547,123.93098,-30.39949,7.52989,-1.75061,0.36014,-0.0648,0.00838,-0.00053,1.95624,35.94808,-17.03968,0.57963,0.14323,-0.07881,0.02179,-0.00322,0.00021,-0.73139,-74.77119,-1.06031,2.44035,-1.01843,0.30434,-0.06813,0.01003,-0.00071,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
223,2/8/2023,1,1,1000064440,Left,T_B,1000194300,Left,T_A,8,Bottom,0,0,0,0-0,Fastball,Cutter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.04947,-1.530946,3.689713,1868.586167,189.167019,12:15,5.57132,-2.7418,6.17969,-21.31737,15.13458,2.26406,2.37783,0.85889,80.0327,-5.539665,4.096673,0.434542,,,,,,,,,,,,-0.18744,8.59682,2.46163,50,5.4445,-8.23163,-126.28145,-4.00369,-0.30375,24.85161,-18.24207,86.74062,,7.01677,,,,1000055344,Right,54.31934,-127.12864,12.4258,5.57038,-3.38182,-9.12103,2.74207,-8.22127,-0.15188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
224,2/8/2023,1,2,1000064440,Left,T_B,1000194300,Left,T_A,8,Bottom,0,0,1,0-1,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,87.30432,-3.010757,2.928931,1925.356055,200.927745,12:45,5.62735,-2.22262,6.48955,-21.19509,14.71776,5.20008,1.0909,0.90198,80.26993,-7.00458,3.870871,0.431317,,,,,,,,,,,,-1.92429,8.89965,2.01492,50,5.4063,-6.67426,-126.6541,-7.2534,-3.1277,25.71528,-17.7087,87.38925,,7.03439,,,,1000055344,Right,54.00944,-127.46556,12.85764,5.62637,-6.69459,-8.85435,2.22398,-6.57556,-1.56385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
225,2/8/2023,1,3,1000064440,Left,T_B,1000194300,Left,T_A,8,Bottom,0,1,1,1-1,Fastball,Cutter,FoulBall,Undefined,Undefined,,Undefined,0,0,87.0223,-1.946874,2.937109,1905.906692,199.833988,12:45,5.50684,-2.47095,6.36436,-23.00383,12.80898,4.27114,1.79523,0.59019,80.92219,-6.243284,3.708866,0.430716,73.30211,35.84805,-126.647376,4207.927425,,,,,47.53327,,,-1.54441,7.46772,2.25645,50,5.35488,-6.64752,-126.47807,-4.97869,-2.53706,22.38185,-19.90665,87.51121,30.88525,6.10011,0.78726,1.7852,-0.64213,1000055344,Right,54.1364,-127.20795,11.19093,5.50665,-4.32953,-9.95333,2.47188,-6.56479,-1.26853,59.002386,0.78726,-52.01537,-1.69112,1.25088,-0.79918,1.7612,-3.47163,3.59563,-1.44358,1.7852,62.96167,-22.63922,2.19244,-0.47579,0.24012,-0.34394,0.33644,-0.12812,-0.64213,-69.91811,12.03584,-2.34622,0.76918,-1.2022,2.32772,-2.39096,0.94925,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
226,2/8/2023,1,4,1000064440,Left,T_B,1000194300,Left,T_A,8,Bottom,0,1,2,1-2,Slider,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,76.58358,2.400575,2.874515,2332.941239,269.268535,3:00,5.41035,-2.66778,5.36911,-46.58156,1.33945,10.11634,3.78351,0.87268,71.37308,-6.055131,4.666324,0.498235,59.17678,68.033401,-85.384592,2425.866788,,,,,9.47205,,,-4.46772,0.4539,2.40222,50,5.59236,-5.96054,-111.19836,3.13492,-5.69085,16.7044,-31.59587,75.65192,24.07456,5.2105,0.84304,4.01014,-0.98919,1000055344,Right,55.13332,-111.96684,8.3522,5.41471,4.58848,-15.79793,2.67041,-5.69874,-2.84542,158.372198,0.84598,2.46732,-7.51914,,,,,,,4.01207,80.39698,-22.59435,,,,,,,-0.99013,-32.31473,4.02867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,v3
227,2/8/2023,1,5,1000064440,Left,T_B,1000194300,Left,T_A,8,Bottom,0,1,2,1-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,80.00112,-1.559427,3.488423,2643.31111,261.670876,2:45,5.63235,-2.63605,5.62513,-42.06959,2.08016,5.08599,0.66832,1.04699,73.99645,-9.210823,4.395457,0.478229,,,,,,,,,,,,-1.64732,1.83791,2.33505,50,5.47189,-7.26363,-116.00423,-4.54752,-2.24726,21.47054,-29.66675,78.81678,,6.00467,,,,1000055344,Right,54.87565,-116.90315,10.73527,5.63629,-3.30544,-14.83338,2.63719,-7.16954,-1.12363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
228,2/8/2023,2,1,1000064440,Left,T_B,1000094105,Right,T_A,8,Bottom,1,0,0,0-0,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,85.26843,-0.686797,0.53913,1901.466477,184.448549,12:15,5.70915,-2.37542,6.09285,-24.64777,13.46973,0.95398,3.01985,-1.79723,77.99433,-5.321568,0.711048,0.444359,,,,,,,,,,,,-0.34043,7.51067,2.3334,50,5.64321,-1.20343,-123.89928,-2.22139,-0.52869,24.97764,-20.51035,84.82435,,7.2741,,,,1000055344,Right,54.40489,-124.78412,12.48882,5.70904,-1.4948,-10.25517,2.3757,-1.1847,-0.26435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
229,2/8/2023,2,2,1000064440,Left,T_B,1000094105,Right,T_A,8,Bottom,1,1,0,1-0,Fastball,Cutter,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,86.13928,-2.162304,3.506375,1919.715796,194.091704,12:30,5.49799,-2.48656,6.55464,-25.02777,11.87477,2.68543,1.42503,0.9563,78.96273,-6.870817,3.993013,0.43722,,,,,,,,,,,,-0.40906,7.21941,2.24337,50,5.33778,-7.75539,-124.94345,-5.42562,-0.64507,25.73923,-20.78932,86.20942,,7.17655,,,,1000055344,Right,53.94336,-125.75319,12.86961,5.49818,-4.77161,-10.39466,2.48703,-7.7351,-0.32253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
230,2/8/2023,2,3,1000064440,Left,T_B,1000094105,Right,T_A,8,Bottom,1,1,1,1-1,Fastball,Cutter,InPlay,Undefined,GroundBall,LineDrive,Single,0,0,86.01996,-1.910824,2.24852,1941.275617,179.540625,12:00,5.47084,-2.47066,6.44312,-22.87655,14.20205,-0.10429,1.80667,-0.41221,78.70733,-6.237839,2.229621,0.438261,99.92313,8.005814,-10.136796,1938.879995,,,,133.49893,133.49893,-10.704445,1.037995,0.6985,8.34256,2.31115,50,5.32477,-4.90076,-124.91346,-4.80378,1.10052,25.83002,-19.03028,86.0045,6.42292,7.31264,1.87255,1.84235,0.41984,1000055344,Right,54.05561,-125.74929,12.91501,5.47025,-4.18798,-9.51514,2.47031,-4.93637,0.55026,31.431698,1.87255,142.86,-20.48137,3.39802,-0.74774,0.15302,-0.03308,0.00649,-0.00074,1.84235,20.41106,-24.04312,3.16748,-0.72058,0.1734,-0.03796,0.00749,-0.00089,0.41984,-25.54191,0.58897,0.78349,-0.24595,0.07401,-0.01812,0.00374,-0.00045,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
231,2/8/2023,3,1,1000064440,Left,T_B,1000138679,Right,T_A,8,Bottom,1,0,0,0-0,Slider,Slider,BallCalled,Undefined,Undefined,GroundBall,Undefined,0,0,79.75151,-3.979537,4.278133,2567.473516,229.370078,1:45,5.47648,-2.74146,5.78284,-40.95077,4.00866,2.87386,-1.65492,1.48576,73.24574,-11.413287,4.792058,0.482594,59.09008,-7.038433,-179.44926,,,,,9.63977,11.77342,-4.50753,0.033435,-0.15984,3.55599,2.38618,50,5.12174,-8.72007,-115.2303,-9.3049,-0.212,24.14205,-27.45822,78.10385,0.35507,6.50578,,,,1000055344,Right,54.71973,-116.21492,12.07103,5.4784,-8.18502,-13.72911,2.74165,-8.71142,-0.106,,12.4878,-86.06329,,,,,,,,0.3551,-10.62634,,,,,,,,-0.72993,-0.82728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
232,2/8/2023,3,2,1000064440,Left,T_B,1000138679,Right,T_A,8,Bottom,1,1,0,1-0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,85.39627,-1.759622,2.80833,1870.749369,175.780351,11:45,5.64907,-2.55432,6.53561,-20.2747,17.62154,-1.20087,2.34305,-0.0764,77.28298,-5.65452,2.590576,0.443067,90.13551,6.469393,25.047795,2965.194719,,,,132.4315,118.68826,30.099191,1.168689,1.52158,10.19886,2.36,50,5.51806,-6.0307,-123.85151,-4.31538,2.33159,27.84081,-16.54572,85.07164,6.07923,8.11329,1.33961,2.36583,0.04789,1000055344,Right,53.9612,-124.73878,13.92041,5.64719,-3.78808,-8.27286,2.55338,-6.10501,1.16579,254.157716,1.33961,119.00327,-23.41568,4.81713,-1.02699,0.20855,-0.04293,0.00766,-0.00078,2.36583,14.89513,-15.2806,0.75502,-0.06353,0.00244,0.00265,-0.00061,7.00E-05,0.04789,55.61303,2.23357,-1.49578,0.50511,-0.13884,0.03396,-0.00662,0.00073,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
233,2/8/2023,4,1,1000064440,Left,T_B,8886045,Right,T_A,8,Bottom,1,0,0,0-0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,,Out,1,1,85.95659,-1.417277,3.94013,1999.234,176.786866,12:00,5.70632,-2.41101,6.5257,-19.97954,16.98855,-0.88941,2.73777,1.13534,78.83097,-5.221188,3.77927,0.437608,44.64824,-35.823195,-40.508027,,,,,,3.79836,,,1.55323,9.67178,2.13718,50,5.59875,-8.55807,-124.71948,-3.61145,2.44939,24.8042,-16.92196,86.13297,2.82132,7.12562,2.6747,2.82132,-1.06943,1000055344,Right,53.97378,-125.5073,12.4021,5.70492,-3.07398,-8.46098,2.41023,-8.63587,1.22469,180,2.67441,40.47144,,,,,,,,2.82159,-38.42334,,,,,,,,-1.06918,-34.57568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
234,2/8/2023,5,1,1000064440,Left,T_B,1000102964,Right,T_A,8,Bottom,2,0,0,0-0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,79.37077,-2.053559,3.509733,2387.979329,254.706533,2:30,5.3786,-2.75601,5.93324,-41.86349,3.02929,5.49851,-0.01964,0.96247,72.66161,-9.73142,4.496234,0.482236,,,,,,,,,,,,-1.74067,2.62563,2.47236,50,5.19071,-7.25296,-114.95802,-5.42784,-2.30222,23.62744,-28.70137,78.16182,,6.70916,,,,1000055344,Right,54.56547,-115.89256,11.81372,5.38295,-4.29261,-14.35069,2.75744,-7.1619,-1.15111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
235,2/8/2023,5,2,1000064440,Left,T_B,1000102964,Right,T_A,8,Bottom,2,1,0,1-0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,85.69186,-1.125287,2.989706,1888.033828,173.798543,11:45,5.55995,-2.40216,6.46878,-22.23954,15.23501,-1.52012,2.67164,0.21945,78.02982,-5.357207,2.714494,0.440595,103.18838,44.04714,-31.581052,3439.642614,91.46168,107.74344,-61.11261,,178.80947,,,1.69047,8.6891,2.19192,50,5.47056,-6.43975,-124.37494,-3.04403,2.63009,26.51751,-18.65523,85.54895,143.55257,7.66204,2.65515,2.66419,-0.06453,1000055344,Right,54.02976,-125.23116,13.25876,5.55913,-2.44167,-9.32761,2.40122,-6.52467,1.31505,167.566708,2.65519,92.66807,-30.46246,9.85992,-2.64531,0.61167,-0.11072,0.01292,-0.00069,2.66417,105.22222,-22.66145,0.74865,0.45595,-0.22811,0.05774,-0.00844,0.00057,-0.06454,-56.96843,12.55149,-3.01036,0.59132,-0.09595,0.01114,-0.00058,-1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
